ORIGINAL_GLOSS	CONCEPT	CONCEPTICON_ID	LANGUAGE_NAME	DOCULECT	FAMILY	FORM	TOKENS
tener sed	BE THIRSTY	3474.0	Proto-Shuar	jiva1245	Chicham	kitá	k i t á
beak	BEAK	73.0	Proto-Chapacuran	chap1271	Chapacuran	ʔijat	ʔ i j a t
pico	BEAK	73.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀit	a pˀ i t
beak	BEAK	73.0	Proto-Panoan	pano1256	Panoan	ʂɨta	ʂ ɨ t a
bear	BEAR	1820.0	Proto-Aymara	ayma1253	Aymaran	hukumari	h u k u m a r i
beard	BEARD	678.0	Proto-Aymara	ayma1253	Aymaran	ʎukʰu	ʎ u kʰ u
beard	BEARD	678.0	Proto-Aymara	ayma1253	Aymaran	ɲukʰu	ɲ u kʰ u
barba	BEARD	678.0	Proto-Chocoan	choc1280	Chocoan	i+kaɾa	i + k a ɾ a
beard	BEARD	678.0	Proto-Guahiboan	guah1252	Guahiboan	bixi	b i x i
beard	BEARD	678.0	Proto-Guahiboan	guah1252	Guahiboan	opina	o p i n a
barba	BEARD	678.0	Proto-Guaicuru	guai1249	Guaicuruan	apˀit	a pˀ i t
barba	BEARD	678.0	Proto-Naduhup	nada1235	Naduhup	wẽbẽʔ	w ẽ b ẽ ʔ
beard	BEARD	678.0	Proto-Panoan	pano1256	Panoan	kʷɨni	kʷ ɨ n i
beard	BEARD	678.0	Proto-Panoan	pano1256	Panoan	kʷɨʂni	kʷ ɨ ʂ n i
barba	BEARD	678.0	Proto-Shuar	jiva1245	Chicham	súsu	s ú s u
to beat	BEAT	1665.0	Proto-Aymara	ayma1253	Aymaran	saka	s a k a
to beat	BEAT	1665.0	Proto-Chapacuran	chap1271	Chapacuran	paː	p aː
to beat	BEAT	1665.0	Proto-Chapacuran	chap1271	Chapacuran	toʔ	t o ʔ
to beat to death	BEAT	1665.0	Proto-Chapacuran	chap1271	Chapacuran	paʔ	p a ʔ
golpear	BEAT	1665.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀlaqˀa	aˀ l a qˀ a
golpear	BEAT	1665.0	Proto-Guaicuru	guai1249	Guaicuruan	atˀoqˀen	a tˀ o qˀ e n
golpear	BEAT	1665.0	Proto-Guaicuru	guai1249	Guaicuruan	atʃˀakˀan	a t ʃˀ a kˀ a n
golpear	BEAT	1665.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀwaqʔén	ˀw a q ʔ é n
to beat	BEAT	1665.0	Proto-Panoan	pano1256	Panoan	tʂaka	t ʂ a k a
to beat	BEAT	1665.0	Proto-Panoan	pano1256	Panoan	tima	t i m a
beat	BEAT	1665.0	Proto-Quechuan	quec1387	Quechuan	aywi	ay w i
beat	BEAT	1665.0	Proto-Quechuan	quec1387	Quechuan	maqa	m a q a
beautiful	BEAUTIFUL	1427.0	Proto-Aymara	ayma1253	Aymaran	ʃuma	ʃ u m a
beautiful	BEAUTIFUL	1427.0	Proto-Chapacuran	chap1271	Chapacuran	ʔawiː	ʔ a w iː
pretty	BEAUTIFUL	1427.0	Proto-Panoan	pano1256	Panoan	ʃaɽa	ʃ a ɽ a
beautiful	BEAUTIFUL	1427.0	Proto-Quechuan	quec1387	Quechuan	ʃumaq	ʃ u m a q
a causa de	BECAUSE	1157.0	Proto-Guaicuru	guai1249	Guaicuruan	eʔqoʔoti	e ʔ q o ʔ o t i
become	BECOME	1990.0	Proto-Aymara	ayma1253	Aymaran	tuku	t u k u
llegar a ser	BECOME	1990.0	Proto-Chocoan	choc1280	Chocoan	ba	b a
become	BECOME	1990.0	Proto-Quechuan	quec1387	Quechuan	tuku	t u k u
enojarse	BECOME ANGRY	2215.0	Proto-Guaicuru	guai1249	Guaicuruan	awela	a w e l a
apagarse	BECOME EXTINGUISHED	2209.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔem	ʔ e m
to become numb	BECOME NUMB	2216.0	Proto-Aymara	ayma1253	Aymaran	susunkʰa	s u s u n kʰ a
to become numb	BECOME NUMB	2216.0	Proto-Quechuan	quec1387	Quechuan	susunka	s u s u n k a
to become sick	BECOME SICK	2327.0	Proto-Aymara	ayma1253	Aymaran	usu	u s u
become sour	BECOME SOUR	2229.0	Proto-Quechuan	quec1387	Quechuan	put͡ʃqu	p u t͡ʃ q u
cama	BED	1663.0	Proto-Guaicuru	guai1249	Guaicuruan	akˀa	a kˀ a
cama	BED	1663.0	Proto-Shuar	jiva1245	Chicham	pegáka	p e g á k a
bee	BEE	665.0	Proto-Arawakan	araw1281	Arawakan	maba	m a b a
bee species	BEE	665.0	Proto-Chapacuran	chap1271	Chapacuran	totᶴik	t o tᶴ i k
bee	BEE	665.0	Proto-Guahiboan	guah1252	Guahiboan	habi	h a b i
abeja	BEE	665.0	Proto-Guaicuru	guai1249	Guaicuruan	lawójkˀe	l a w ó j kˀ e
abeja	BEE	665.0	Proto-Guaicuru	guai1249	Guaicuruan	qatˀé	q a tˀ é
abelha	BEE	665.0	Proto-Macro-Je	nucl1710	Macro-Jean	pyŋ	p y ŋ
abelha	BEE	665.0	Proto-Macro-Je	nucl1710	Macro-Jean	mb	m b
abelha	BEE	665.0	Proto-Macro-Je	nucl1710	Macro-Jean	ə̂	ə̂
abelha	BEE	665.0	Proto-Macro-Je	nucl1710	Macro-Jean	ə̃	ə̃
abeja	BEE	665.0	Proto-Matacoan	mata1289	Matacoan	hnakotaq	h n a k o t a q
abelha	BEE	665.0	Proto-Naduhup	nada1235	Naduhup	hĩ̌h	h ĩ̌ h
bee species	BEE	665.0	Proto-Panoan	pano1256	Panoan	βona	β o n a
bee	BEE	665.0	Proto-Zaparoan	zapa1251	Zaparoan	ahapaka	a h a p a k a
cera	BEESWAX	1931.0	Proto-Guaicuru	guai1249	Guaicuruan	ápˀa	á pˀ a
beetle	BEETLE	2242.0	Proto-Aymara	ayma1253	Aymaran	tʂiqi	t ʂ i q i
kind of beetle	BEETLE	2242.0	Proto-Panoan	pano1256	Panoan	βõpa	β õ p a
before	BEFORE	1882.0	Proto-Aymara	ayma1253	Aymaran	nikʰa	n i kʰ a
antes	BEFORE	1882.0	Proto-Chocoan	choc1280	Chocoan	nã	n ã
first	BEFORE	1882.0	Proto-Guahiboan	guah1252	Guahiboan	kopiayapita	k o p iaya p i t a
comenzar	BEGIN	1806.0	Proto-Guaicuru	guai1249	Guaicuruan	owe	o w e
to begin	BEGIN OR START	3447.0	Proto-Aymara	ayma1253	Aymaran	qaʎa	q a ʎ a
to begin	BEGIN OR START	3447.0	Proto-Quechuan	quec1387	Quechuan	qaʎari	q a ʎ a r i
atrás de	BEHIND	1686.0	Proto-Guaicuru	guai1249	Guaicuruan	ówid	ó w i d
behind	BEHIND	1686.0	Proto-Quechuan	quec1387	Quechuan	qipa	q i p a
intestines	BELLY	1251.0	Proto-Aymara	ayma1253	Aymaran	qurawa	q u r a w a
belly	BELLY	1251.0	Proto-Chapacuran	chap1271	Chapacuran	ʔamon	ʔ a m o n
barriga	BELLY	1251.0	Proto-Chocoan	choc1280	Chocoan	βi	β i
abdomen	BELLY	1251.0	Proto-Guahiboan	guah1252	Guahiboan	khotowita	k h o t o w i t a
estómago	BELLY	1251.0	Proto-Guaicuru	guai1249	Guaicuruan	aqˀoˀm	a qˀ oˀ m
umbigo	BELLY	1251.0	Proto-Naduhup	nada1235	Naduhup	pûc	p û c
belly	BELLY	1251.0	Proto-Panoan	pano1256	Panoan	poko	p o k o
abdomen	BELLY	1251.0	Proto-Quechuan	quec1387	Quechuan	wiksa	w i k s a
intestines	BELLY	1251.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃunt͡ʃuʎi	t͡ʃ u n t͡ʃ u ʎ i
estómago	BELLY	1251.0	Proto-Shuar	jiva1245	Chicham	wáke	w á k e
ombligo	BELLY	1251.0	Proto-Shuar	jiva1245	Chicham	úntuchi	ú n t u c h i
below	BELOW OR UNDER	1485.0	Proto-Aymara	ayma1253	Aymaran	manqʰa	m a n qʰ a
debajo	BELOW OR UNDER	1485.0	Proto-Chocoan	choc1280	Chocoan	ekaˈɾe	e k a ˈɾ e
below	BELOW OR UNDER	1485.0	Proto-Panoan	pano1256	Panoan	nama	n a m a
below	BELOW OR UNDER	1485.0	Proto-Quechuan	quec1387	Quechuan	ura	u r a
belt	BELT	772.0	Proto-Aymara	ayma1253	Aymaran	waka	w a k a
sash	BELT	772.0	Proto-Aymara	ayma1253	Aymaran	kint͡ʃu	k i n t͡ʃ u
kind of bench	BENCH	2584.0	Proto-Panoan	pano1256	Panoan	kʷɨnan	kʷ ɨ n a n
curvarse	BEND	2004.0	Proto-Guaicuru	guai1249	Guaicuruan	amáqa	a m á q a
bend down	BEND (ONESELF)	2761.0	Proto-Quechuan	quec1387	Quechuan	kumu	k u m u
in the middle	BETWEEN	689.0	Proto-Panoan	pano1256	Panoan	napo	n a p o
hechizar	BEWITCH	118.0	Proto-Guaicuru	guai1249	Guaicuruan	ˀjaqˀan	ˀj a qˀ a n
hechizar	BEWITCH	118.0	Proto-Guaicuru	guai1249	Guaicuruan	otʃˀi	o t ʃˀ i
brujear	BEWITCH	118.0	Proto-Shuar	jiva1245	Chicham	wawé	w a w é
large	BIG	1202.0	Proto-Aymara	ayma1253	Aymaran	atʂa	a t ʂ a
large	BIG	1202.0	Proto-Chapacuran	chap1271	Chapacuran	kaɾaʔ	k a ɾ a ʔ
large	BIG	1202.0	Proto-Chapacuran	chap1271	Chapacuran	hʷaɾaʔ	hʷ a ɾ a ʔ
big	BIG	1202.0	Proto-Chibchan	chib1249	Chibchan	təˈĩ	t ə ˈĩ
big	BIG	1202.0	Proto-Guahiboan	guah1252	Guahiboan	pinihíyi	p i n i h íyi
grande	BIG	1202.0	Proto-Naduhup	nada1235	Naduhup	pog	p o g
big	BIG	1202.0	Proto-Panoan	pano1256	Panoan	ʔani	ʔ a n i
big	BIG	1202.0	Proto-Panoan	pano1256	Panoan	ʔɨwa	ʔ ɨ w a
large	BIG	1202.0	Proto-Quechuan	quec1387	Quechuan	hatun	h a t u n
grande	BIG	1202.0	Proto-Shuar	jiva1245	Chicham	nayau	n ayau
	BIG	1202.0	Proto-Tucanoan	tuca1253	Tucanoan	p.a.h.i	p a h i
large	BIG	1202.0	Proto-Zaparoan	zapa1251	Zaparoan	iɾisi	i ɾ i s i
bird	BIRD	937.0	Proto-Arawakan	araw1281	Arawakan	kʊdɨbɨra	k ʊ d ɨ b ɨ r a
bird	BIRD	937.0	Proto-Arawakan	araw1281	Arawakan	kʊdipira	k ʊ d i p i r a
bird	BIRD	937.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃiwt͡ʃi	t͡ʃ i w t͡ʃ i
bird	BIRD	937.0	Proto-Chibchan	chib1249	Chibchan	dù	d ù
ave	BIRD	937.0	Proto-Chocoan	choc1280	Chocoan	itʃi+bana	i t ʃ i + b a n a
ave	BIRD	937.0	Proto-Guaicuru	guai1249	Guaicuruan	natote	n a t o t e
ave	BIRD	937.0	Proto-Guaicuru	guai1249	Guaicuruan	wáqˀap	w á qˀ a p
pássaro	BIRD	937.0	Proto-Naduhup	nada1235	Naduhup	tawêto	t a w ê t o
bird	BIRD	937.0	Proto-Quechuan	quec1387	Quechuan	piʃqu	p i ʃ q u
ave	BIRD	937.0	Proto-Shuar	jiva1245	Chicham	chíngki	c h í n g k i
nest	BIRD NEST	3549.0	Proto-Aymara	ayma1253	Aymaran	tʂapa	t ʂ a p a
nest	BIRD NEST	3549.0	Proto-Panoan	pano1256	Panoan	naʔa	n a ʔ a
nest	BIRD NEST	3549.0	Proto-Quechuan	quec1387	Quechuan	qisa	q i s a
birthmark	BIRTHMARK	1751.0	Proto-Quechuan	quec1387	Quechuan	ana	a n a
to bite	BITE	1403.0	Proto-Arawakan	araw1281	Arawakan	arʊ	a r ʊ
bite	BITE	1403.0	Proto-Aymara	ayma1253	Aymaran	qawi	q a w i
to bite	BITE	1403.0	Proto-Chapacuran	chap1271	Chapacuran	kiw	k i w
morder	BITE	1403.0	Proto-Chocoan	choc1280	Chocoan	kaa	k aa
morder	BITE	1403.0	Proto-Guaicuru	guai1249	Guaicuruan	ewak	e w a k
morder	BITE	1403.0	Proto-Macro-Je	nucl1710	Macro-Jean	prôp	p r ô p
morder	BITE	1403.0	Proto-Naduhup	nada1235	Naduhup	kʼɤc	kʼ ɤ c
to bite	BITE	1403.0	Proto-Panoan	pano1256	Panoan	natɨʂ	n a t ɨ ʂ
to bite	BITE	1403.0	Proto-Quechuan	quec1387	Quechuan	kani	k a n i
	BITE	1403.0	Proto-Tucanoan	tuca1253	Tucanoan	k.ũ	k ũ
bitter	BITTER	887.0	Proto-Arawakan	araw1281	Arawakan	kepitsi	k e p i t s i
bitter	BITTER	887.0	Proto-Arawakan	araw1281	Arawakan	kepidi	k e p i d i
bitter	BITTER	887.0	Proto-Aymara	ayma1253	Aymaran	haru	h a r u
bitter	BITTER	887.0	Proto-Chapacuran	chap1271	Chapacuran	ʔawan	ʔ a w a n
amargo	BITTER	887.0	Proto-Chocoan	choc1280	Chocoan	ase	a s e
amargo	BITTER	887.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀdéla	aˀ d é l a
amargo	BITTER	887.0	Proto-Naduhup	nada1235	Naduhup	cʼaho	cʼ a h o
bitter	BITTER	887.0	Proto-Panoan	pano1256	Panoan	moka	m o k a
amargo	BITTER	887.0	Proto-Shuar	jiva1245	Chicham	yapáu	ya p áu
clam species	BIVALVIA (MUSSELS OR OYSTERS)	2785.0	Proto-Panoan	pano1256	Panoan	tʃãpiʃ	t ʃ ã p i ʃ
black	BLACK	163.0	Proto-Aymara	ayma1253	Aymaran	tʂiyara	t ʂ iya r a
black	BLACK	163.0	Proto-Aymara	ayma1253	Aymaran	yana	ya n a
black	BLACK	163.0	Proto-Chapacuran	chap1271	Chapacuran	mitᶴem	m i tᶴ e m
black	BLACK	163.0	Proto-Chapacuran	chap1271	Chapacuran	tom	t o m
black	BLACK	163.0	Proto-Guahiboan	guah1252	Guahiboan	tsaebíahawa	t s ae b ía h a w a
negro	BLACK	163.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀwed	aˀ w e d
preto	BLACK	163.0	Proto-Naduhup	nada1235	Naduhup	cʼâko	cʼ â k o
preto	BLACK	163.0	Proto-Naduhup	nada1235	Naduhup	ʔacʼãb	ʔ a cʼ ã b
black	BLACK	163.0	Proto-Panoan	pano1256	Panoan	wiso	w i s o
black	BLACK	163.0	Proto-Quechuan	quec1387	Quechuan	yana	ya n a
negro	BLACK	163.0	Proto-Shuar	jiva1245	Chicham	shuwína	s h u w í n a
	BLACK	163.0	Proto-Tucanoan	tuca1253	Tucanoan	tsʔ.ĩ	tsˀ ĩ
bladder	BLADDER	1746.0	Proto-Quechuan	quec1387	Quechuan	pukut͡ʃu	p u k u t͡ʃ u
filo	BLADE	869.0	Proto-Guaicuru	guai1249	Guaicuruan	aˀlep	aˀ l e p
blame	BLAME	381.0	Proto-Aymara	ayma1253	Aymaran	hut͡ʃa	h u t͡ʃ a
blame	BLAME	381.0	Proto-Aymara	ayma1253	Aymaran	tumpa	t u m p a
blame	BLAME	381.0	Proto-Quechuan	quec1387	Quechuan	hut͡ʃa	h u t͡ʃ a
blame	BLAME	381.0	Proto-Quechuan	quec1387	Quechuan	tumpa	t u m p a
culpar	BLAME (SOMEBODY)	2716.0	Proto-Guaicuru	guai1249	Guaicuruan	nimaqá	n i m a q á
blame	BLAME (SOMEBODY)	2716.0	Proto-Quechuan	quec1387	Quechuan	hut͡ʃa	h u t͡ʃ a
blame	BLAME (SOMEBODY)	2716.0	Proto-Quechuan	quec1387	Quechuan	tumpa	t u m p a
blanket	BLANKET	806.0	Proto-Quechuan	quec1387	Quechuan	puʎu	p u ʎ u
to bleed	BLEED	3615.0	Proto-Chapacuran	chap1271	Chapacuran	ʔaw	ʔ a w
ciego	BLIND PERSON	457.0	Proto-Guaicuru	guai1249	Guaicuruan	qaeˀlaqˀa	q aeˀ l a qˀ a
blink	BLINK	1655.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃama	t͡ʃ a m a
blink	BLINK	1655.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃipi	t͡ʃ i p i
parpadear	BLINK	1655.0	Proto-Guaicuru	guai1249	Guaicuruan	qatˀékoqo	q a tˀ é k o q o
blister	BLISTER	1584.0	Proto-Aymara	ayma1253	Aymaran	pusu	p u s u
blister	BLISTER	1584.0	Proto-Aymara	ayma1253	Aymaran	pʰusuʎu	pʰ u s u ʎ u
block	BLOCK (THE WAY)	2762.0	Proto-Aymara	ayma1253	Aymaran	harka	h a r k a
block	BLOCK (THE WAY)	2762.0	Proto-Quechuan	quec1387	Quechuan	harka	h a r k a
blood	BLOOD	946.0	Proto-Arawakan	araw1281	Arawakan	ɨtha	ɨ t h a
blood	BLOOD	946.0	Proto-Aymara	ayma1253	Aymaran	wila	w i l a
blood	BLOOD	946.0	Proto-Chapacuran	chap1271	Chapacuran	ʔawik	ʔ a w i k
sangre	BLOOD	946.0	Proto-Guaicuru	guai1249	Guaicuruan	awot	a w o t
sangre	BLOOD	946.0	Proto-Guaicuru	guai1249	Guaicuruan	etˀekˀe	e tˀ e kˀ e
sangre	BLOOD	946.0	Proto-Guaicuru	guai1249	Guaicuruan	tsˀakód	t sˀ a k ó d
sangue	BLOOD	946.0	Proto-Macro-Je	nucl1710	Macro-Jean	jum	j u m
sangue	BLOOD	946.0	Proto-Naduhup	nada1235	Naduhup	baji̇̂wo	b a j i̇̂ w o
blood	BLOOD	946.0	Proto-Panoan	pano1256	Panoan	himi	h i m i
blood	BLOOD	946.0	Proto-Quechuan	quec1387	Quechuan	yawar	ya w a r
sangre	BLOOD	946.0	Proto-Shuar	jiva1245	Chicham	númpa	n ú m p a
	BLOOD	946.0	Proto-Tucanoan	tuca1253	Tucanoan	tsʔ.i.e	tsˀ i e
blood	BLOOD	946.0	Proto-Zaparoan	zapa1251	Zaparoan	nanaka	n a n a k a
bloom	BLOOM	3287.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃunt͡ʃu	t͡ʃ u n t͡ʃ u
to blossom	BLOOM	3287.0	Proto-Quechuan	quec1387	Quechuan	sisa	s i s a
to blow	BLOW (OF WIND)	175.0	Proto-Chapacuran	chap1271	Chapacuran	puː	p uː
soplar	BLOW (OF WIND)	175.0	Proto-Chocoan	choc1280	Chocoan	pua	p ua
soplar	BLOW (OF WIND)	175.0	Proto-Guaicuru	guai1249	Guaicuruan	awen	a w e n
soplar	BLOW (OF WIND)	175.0	Proto-Guaicuru	guai1249	Guaicuruan	etʃjod	e t ʃ j o d
soplar	BLOW (OF WIND)	175.0	Proto-Guaicuru	guai1249	Guaicuruan	wokˀo	w o kˀ o
soplar	BLOW (OF WIND)	175.0	Proto-Shuar	jiva1245	Chicham	umpú	u m p ú
	BLOW (OF WIND)	175.0	Proto-Tucanoan	tuca1253	Tucanoan	p.u	p u
to blow	BLOW (WITH MOUTH)	176.0	Proto-Aymara	ayma1253	Aymaran	pʰusa	pʰ u s a
soplar	BLOW (WITH MOUTH)	176.0	Proto-Guaicuru	guai1249	Guaicuruan	awen	a w e n
soplar	BLOW (WITH MOUTH)	176.0	Proto-Guaicuru	guai1249	Guaicuruan	etʃjod	e t ʃ j o d
soplar	BLOW (WITH MOUTH)	176.0	Proto-Guaicuru	guai1249	Guaicuruan	wokˀo	w o kˀ o
to blow nose	BLOW (WITH NOSE)	2679.0	Proto-Aymara	ayma1253	Aymaran	qʰinsa	qʰ i n s a
to keep in one's arms	BLOW (WITH NOSE)	2679.0	Proto-Panoan	pano1256	Panoan	ʔikok	ʔ i k o k
blowpipe	BLOWGUN	432.0	Proto-Panoan	pano1256	Panoan	tɨpi	t ɨ p i
cerbatana	BLOWGUN	432.0	Proto-Shuar	jiva1245	Chicham	úume	úu m e
azul	BLUE	837.0	Proto-Chocoan	choc1280	Chocoan	pãuaˈɾaa	p ãua ˈɾ aa
azulado	BLUE	837.0	Proto-Guaicuru	guai1249	Guaicuruan	málqˀad	m á l qˀ a d
azul	BLUE	837.0	Proto-Naduhup	nada1235	Naduhup	jabaɾǔt	j a b a ɾ ǔ t
dark blue	BLUE	837.0	Proto-Panoan	pano1256	Panoan	tonan	t o n a n
green	BLUE OR GREEN	2382.0	Proto-Panoan	pano1256	Panoan	ʂoo	ʂ oo
blunt	BLUNT	379.0	Proto-Aymara	ayma1253	Aymaran	turu	t u r u
blunted	BLUNT	379.0	Proto-Aymara	ayma1253	Aymaran	muru	m u r u
dull	BLUNT	379.0	Proto-Guahiboan	guah1252	Guahiboan	awónobi	a w ó n o b i
blunted	BLUNT	379.0	Proto-Quechuan	quec1387	Quechuan	quru	q u r u
embarcación	BOAT	1844.0	Proto-Guaicuru	guai1249	Guaicuruan	átˀoko	á tˀ o k o
canoa	BOAT	1844.0	Proto-Naduhup	nada1235	Naduhup	xôh	x ô h
body	BODY	1480.0	Proto-Chapacuran	chap1271	Chapacuran	ʔit	ʔ i t
body	BODY	1480.0	Proto-Chapacuran	chap1271	Chapacuran	ʔukun	ʔ u k u n
cuerpo	BODY	1480.0	Proto-Guaicuru	guai1249	Guaicuruan	pǎtˀa	p ǎ tˀ a
corpo	BODY	1480.0	Proto-Naduhup	nada1235	Naduhup	xupcap	x u p c a p
boil	BOIL (OF LIQUID)	792.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃupu	t͡ʃ u p u
hervir	BOIL (OF LIQUID)	792.0	Proto-Guaicuru	guai1249	Guaicuruan	atˀjam	a tˀ j a m
to boil	BOIL (OF LIQUID)	792.0	Proto-Panoan	pano1256	Panoan	koβin	k o β i n
boil	BOIL (OF LIQUID)	792.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃupu	t͡ʃ u p u
forúnculo	BOIL (OF SKIN)	793.0	Proto-Guaicuru	guai1249	Guaicuruan	niloko	n i l o k o
bone	BONE	1394.0	Proto-Arawakan	araw1281	Arawakan	napɨ	n a p ɨ
bone	BONE	1394.0	Proto-Aymara	ayma1253	Aymaran	tʂaka	t ʂ a k a
bone	BONE	1394.0	Proto-Chapacuran	chap1271	Chapacuran	ʔatat	ʔ a t a t
bone	BONE	1394.0	Proto-Chibchan	chib1249	Chibchan	ˈkàrə	ˈk à r ə
osso	BONE	1394.0	Proto-Macro-Je	nucl1710	Macro-Jean	cet	c e t
osso	BONE	1394.0	Proto-Macro-Je	nucl1710	Macro-Jean	cek	c e k
bone	BONE	1394.0	Proto-Panoan	pano1256	Panoan	ʂao	ʂ ao
bone	BONE	1394.0	Proto-Quechuan	quec1387	Quechuan	tuʎu	t u ʎ u
hueso	BONE	1394.0	Proto-Shuar	jiva1245	Chicham	ukúnchi	u k ú n c h i
	BONE	1394.0	Proto-Tucanoan	tuca1253	Tucanoan	kʔ.õ.ʔ.ã	kˀ õ ʔ ã
boundary	BORDER	2546.0	Proto-Aymara	ayma1253	Aymaran	qurpa	q u r p a
border	BORDER	2546.0	Proto-Quechuan	quec1387	Quechuan	manya	m a n ya
to be bored	BORING	905.0	Proto-Panoan	pano1256	Panoan	niʃ	n i ʃ
borrow	BORROW	1823.0	Proto-Aymara	ayma1253	Aymaran	mayi	m ayi
to bother	BOTHER (HARASS)	2869.0	Proto-Aymara	ayma1253	Aymaran	tʂaqmi	t ʂ a q m i
huge rocks	BOULDER	3810.0	Proto-Guahiboan	guah1252	Guahiboan	pĩboto	p ĩ b o t o
kind of small bow	BOW	994.0	Proto-Chapacuran	chap1271	Chapacuran	mapʷip	m a pʷ i p
bow	BOW	994.0	Proto-Guahiboan	guah1252	Guahiboan	bitsábi	b i t s á b i
arco	BOW	994.0	Proto-Matacoan	mata1289	Matacoan	lutshe	l u t s h e
arco	BOW	994.0	Proto-Matacoan	mata1289	Matacoan	lutsex	l u t s e x
bow	BOW	994.0	Proto-Panoan	pano1256	Panoan	kano	k a n o
basin	BOWL	1530.0	Proto-Aymara	ayma1253	Aymaran	pʰuru	pʰ u r u
container	BOX	1465.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃuwa	t͡ʃ u w a
container	BOX	1465.0	Proto-Aymara	ayma1253	Aymaran	t͡ʃuya	t͡ʃ uya
boy	BOY	1366.0	Proto-Aymara	ayma1253	Aymaran	yuqaʎa	yu q a ʎ a
muchacho	BOY	1366.0	Proto-Guaicuru	guai1249	Guaicuruan	awinkˀa	a w i n kˀ a
muchacho	BOY	1366.0	Proto-Guaicuru	guai1249	Guaicuruan	eʔoneqa	e ʔ o n e q a
niño	BOY	1366.0	Proto-Guaicuru	guai1249	Guaicuruan	eˀga	eˀ g a
menino	BOY	1366.0	Proto-Naduhup	nada1235	Naduhup	tã̂hi	t ã̂ h i
niño	BOY	1366.0	Proto-Shuar	jiva1245	Chicham	úchi	ú c h i
braid	BRAID	1043.0	Proto-Aymara	ayma1253	Aymaran	kana	k a n a
braid	BRAID	1043.0	Proto-Quechuan	quec1387	Quechuan	kawpu	k a w p u
braid	BRAID	1043.0	Proto-Quechuan	quec1387	Quechuan	ʃimpa	ʃ i m p a
to braid	BRAID (VERB)	3295.0	Proto-Quechuan	quec1387	Quechuan	piʎu	p i ʎ u
to braid	BRAID (VERB)	3295.0	Proto-Quechuan	quec1387	Quechuan	ʃimpa	ʃ i m p a
galho	BRANCH	1531.0	Proto-Macro-Je	nucl1710	Macro-Jean	paj	p a j
tree branch	BRANCH	1531.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃapra	t͡ʃ a p r a
brave	BRAVE	3.0	Proto-Chapacuran	chap1271	Chapacuran	manaʔ	m a n a ʔ
valiente	BRAVE	3.0	Proto-Guaicuru	guai1249	Guaicuruan	ʔonjaqáji	ʔ o n j a q á j i
bravo	BRAVE	3.0	Proto-Naduhup	nada1235	Naduhup	tɤ̂w	t ɤ̂ w
brave	BRAVE	3.0	Proto-Quechuan	quec1387	Quechuan	sintʂi	s i n t ʂ i
cedar	BRAZILIAN CEDAR	3929.0	Proto-Chibchan	chib1249	Chibchan	uˈru	u ˈr u
cedar	BRAZILIAN CEDAR	3929.0	Proto-Panoan	pano1256	Panoan	koʂna	k o ʂ n a
bread	BREAD	1368.0	Proto-Aymara	ayma1253	Aymaran	tanta	t a n t a
bread	BREAD	1368.0	Proto-Quechuan	quec1387	Quechuan	tanta	t a n t a
to break	BREAK (BREAKING)	3020.0	Proto-Aymara	ayma1253	Aymaran	kapa	k a p a
to break	BREAK (BREAKING)	3020.0	Proto-Aymara	ayma1253	Aymaran	paki	p a k i
to break	BREAK (BREAKING)	3020.0	Proto-Chapacuran	chap1271	Chapacuran	pʷit	pʷ i t
to break	BREAK (BREAKING)	3020.0	Proto-Chapacuran	chap1271	Chapacuran	ʔikat	ʔ i k a t
romperse	BREAK (BREAKING)	3020.0	Proto-Guaicuru	guai1249	Guaicuruan	wakˀáke	w a kˀ á k e
to break	BREAK (BREAKING)	3020.0	Proto-Quechuan	quec1387	Quechuan	paki	p a k i
to break	BREAK (CLEAVE)	2558.0	Proto-Aymara	ayma1253	Aymaran	kapa	k a p a
to break	BREAK (CLEAVE)	2558.0	Proto-Aymara	ayma1253	Aymaran	paki	p a k i
to break	BREAK (CLEAVE)	2558.0	Proto-Chapacuran	chap1271	Chapacuran	pʷit	pʷ i t
to break	BREAK (CLEAVE)	2558.0	Proto-Chapacuran	chap1271	Chapacuran	ʔikat	ʔ i k a t
to split	BREAK (CLEAVE)	2558.0	Proto-Quechuan	quec1387	Quechuan	t͡ʃiqta	t͡ʃ i q t a
smash	BREAK (DESTROY OR GET DESTROYED)	680.0	Proto-Aymara	ayma1253	Aymaran	ʎamqi	ʎ a m q i
smash	BREAK (DESTROY OR GET DESTROYED)	680.0	Proto-Aymara	ayma1253	Aymaran	paki	p a k i
